,code,Frequency_across_Pubmed,Title
3502,C2712796,0,Secondary neuroendocrine tumor of other sites
3503,C0161781,0,"Infection and inflammatory reaction due to nervous system device, implant, and graft"
3504,C0302412,0,"Mechanical complication due to other implant and internal device, not elsewhere classified"
3505,C0000827,0,"Abrasion or friction burn of other, multiple, and unspecified sites, without mention of infection"
3506,C0153591,0,Malignant neoplasm of other specified sites of female genital organs
3507,C0159692,0,Closed fracture of shaft of humerus
3508,C0161424,0,C5-C7 level with central cord syndrome
3509,C1561664,0,Other mechanical complication of prosthetic joint implant
3510,C0011604,0,Dermatitis due to drugs and medicines taken internally
3511,C0159349,0,Open fracture of other facial bones
3512,C0154103,0,"Neoplasm of uncertain behavior of trachea, bronchus, and lung"
3513,C4551722,0,Encephalocele
3514,C0400832,0,Ulcer of anus and rectum
3515,C0036528,0,Secondary malignant neoplasm of retroperitoneum and peritoneum
3516,C0159164,0,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
3517,C0153678,0,Secondary malignant neoplasm of pleura
3518,C0154125,0,Neoplasm of uncertain behavior of connective and other soft tissue
3519,C0161416,0,C1-C4 level with unspecified spinal cord injury
3520,C2733492,0,Acute on chronic systolic heart failure
3521,C0160456,0,"Injury to other and multiple intra-abdominal organs, with open wound into cavity"
3522,C0013143,0,Drowning and nonfatal submersion
3523,C0155844,0,Edema of pharynx or nasopharynx
3524,C0079957,0,Other specified bullous dermatoses
3525,C0159055,0,"Swelling, mass, or lump in chest"
3526,C0375123,0,"Diabetes with hyperosmolarity, type I [juvenile type], not stated as uncontrolled"
3527,C2882276,0,Acute on chronic combined systolic and diastolic heart failure
3528,C0153354,0,"Malignant neoplasm of anterior two-thirds of tongue, part unspecified"
3529,C0161782,0,Infection and inflammatory reaction due to indwelling urinary catheter
3530,C0156858,0,"Mental disorders of mother, antepartum condition or complication"
3531,C0158382,0,"Chronic osteomyelitis, upper arm"
3532,C0868890,0,Electrolyte and fluid disorders not elsewhere classified
3533,C0161681,0,Toxic effect of isopropyl alcohol
3534,C1135333,0,Unspecified hypertensive heart disease with heart failure
3535,C0157740,0,Chronic ulcer of other specified sites
3536,C0156158,0,Intestinal or peritoneal adhesions with obstruction (postoperative) (postinfection)
3537,C2349261,0,"Multiple myeloma, in relapse"
3538,C0152658,0,"Tuberculous meningitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
3539,C0375125,0,"Diabetes with hyperosmolarity, type I [juvenile type], uncontrolled"
3540,C0160370,0,"Injury to sigmoid colon, with open wound into cavity"
3541,C0159457,0,"Closed fractures involving skull or face with other bones, with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
3542,C0159142,0,"Closed fracture of vault of skull without mention of intracranial injury, with no loss of consciousness"
3543,C0375119,0,"Diabetes with ketoacidosis, type II or unspecified type, uncontrolled"
3544,C0159567,0,Closed fracture of C5-C7 level with anterior cord syndrome
3545,C0156022,0,"Acute peptic ulcer of unspecified site with perforation, with obstruction"
3546,C0153851,0,"Other malignant lymphomas, intrathoracic lymph nodes"
3547,C0435950,0,Open fracture of metatarsal bone(s)
3548,C0160230,0,"Subarachnoid hemorrhage following injury with open intracranial wound, with no loss of consciousness"
3549,C0159245,0,"Closed fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
3550,C0161573,0,Surface (topical) and infiltration anesthetics
3551,C1260409,0,Myasthenia gravis without (acute) exacerbation
3552,C0153945,0,Benign neoplasm of rectum and anal canal
3553,C0152413,0,Pneumonia due to respiratory syncytial virus
3554,C0375727,0,Seroma complicating a procedure
3555,C1290220,0,Unspecified acquired deformity of head
3556,C0160444,0,"Injury to other intra-abdominal organs without mention of open wound into cavity, unspecified intra-abdominal organ"
3557,C0156081,0,"Unspecified gastritis and gastroduodenitis, without mention of hemorrhage"
3558,C0153532,0,Malignant melanoma of skin of other and unspecified parts of face
3559,C0154145,0,Toxic multinodular goiter with mention of thyrotoxic crisis or storm
3560,C2004465,0,Unspecified anomaly of upper alimentary tract
3561,C0700588,0,Acquired hypertrophic pyloric stenosis
3562,C0558160,0,"Pressure ulcer, buttock"
3563,C0160277,0,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
3564,C0160342,0,Injury to esophagus with open wound into cavity
3565,C0042374,0,Vascular disorders of male genital organs
3566,C0154092,0,Carcinoma in situ of other and unspecified urinary organs
3567,C0877738,0,"Peripheral vascular complications, not elsewhere classified"
3568,C0161736,0,Frostbite of hand
3569,C0375306,0,"Thoracoabdominal aneurysm, without mention of rupture"
3570,C0160618,0,"Open wound of hand except finger(s) alone, with tendon involvement"
3571,C0160170,0,"Cerebellar or brain stem contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
3572,C0375319,0,Acute bronchiolitis due to other infectious organisms
3573,C0686655,0,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes
3574,C0159738,0,Closed fracture of lower end of radius with ulna
3575,C0156090,0,Angiodysplasia of stomach and duodenum without mention of hemorrhage
3576,C4551631,0,Congenital cystic disease of liver
3577,C0010623,0,Cyst and pseudocyst of pancreas
3578,C0154161,0,Other specified acquired hypothyroidism
3579,C1719676,0,Systemic inflammatory response syndrome due to noninfectious process without acute organ dysfunction
3580,C0041784,0,Forearm deformity NOS
3581,C1955521,0,Other ascites
3582,C0160740,0,Injury to multiple blood vessels of abdomen and pelvis
3583,C0273365,0,"Open wound of finger(s), without mention of complication"
3584,C0159205,0,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
3585,C0160639,0,"Traumatic amputation of arm and hand (complete) (partial), unilateral, level not specified, complicated"
3586,C0375131,0,"Diabetes with renal manifestations, type I [juvenile type], not stated as uncontrolled"
3587,C0260778,0,Encounter for radiotherapy
3588,C0160550,0,"Open wound of other and unspecified parts of neck, without mention of complication"
3589,C0160644,0,"Open wound of hip and thigh, complicated"
3590,C0160636,0,"Traumatic amputation of arm and hand (complete) (partial), unilateral, at or above elbow, without mention of complication"
3591,C0859268,0,"Injury to liver with open wound into cavity, laceration, unspecified"
3592,C0158936,0,Interstitial emphysema and related conditions
3593,C0375122,0,"Diabetes with hyperosmolarity, type II or unspecified type, not stated as uncontrolled"
3594,C0348759,0,Other specified disorders of biliary tract
3595,C0159645,0,Closed fracture of other specified part of pelvis
3596,C0435445,0,Closed fracture of T7-T12 level with complete lesion of cord
3597,C0160227,0,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified"
3598,C0160369,0,"Injury to descending [left] colon, with open wound into cavity"
3599,C0431321,0,"Spina bifida with hydrocephalus, cervical region"
3600,C0375370,0,"Calculus of gallbladder and bile duct with other cholecystitis, with obstruction"
3601,C2910789,0,Other prophylactic gland removal
3602,C0489985,0,"Late effects of cerebrovascular disease, aphasia"
3603,C0159288,0,"Open fracture of base of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness"
3604,C0155847,0,"Unilateral paralysis of vocal cords or larynx, partial"
3605,C0375148,0,"Diabetes with other specified manifestations, type I [juvenile type], uncontrolled"
3606,C0273529,0,Injury to unspecified nerve of shoulder girdle and upper limb
3607,C0027630,0,Neoplasm of uncertain behavior of bone and articular cartilage
3608,C0375087,0,"Nodular lymphoma, unspecified site, extranodal and solid organ sites"
3609,C0160353,0,"Injury to small intestine, unspecified site, with open wound into cavity"
3610,C0153719,0,"Burkitt's tumor or lymphoma, lymph nodes of multiple sites"
3611,C0375691,0,"Toxic effect of caustic, unspecified"
3612,C0949145,0,"Intraventricular hemorrhage, grade IV"
3613,C0152522,0,Diarrhea of presumed infectious origin
3614,C0272576,0,Closed unspecified fracture of pelvis
3615,C0029545,0,Other chronic hepatitis
3616,C0159505,0,"Open fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness"
3617,C0302428,0,"Other serum reaction, not elsewhere classified"
3618,C0158265,0,Degeneration of lumbar or lumbosacral intervertebral disc
3619,C0155852,0,Other diseases of vocal cords
3620,C0160201,0,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, unspecified state of consciousness"
3621,C0159892,0,Closed fracture of astragalus
3622,C0160080,0,Sprain of lateral collateral ligament of knee
3623,C0375078,0,"Other named variants of lymphosarcoma and reticulosarcoma, unspecified site, extranodal and solid organ sites"
3624,C0375641,0,"Open wound of external ear, unspecified site, without mention of complication"
3625,C0161834,0,Other specified complications of procedures not elsewhere classified
3626,C0156124,0,Diaphragmatic hernia with gangrene
3627,C0375718,0,Mechanical complication of automatic implantable cardiac defibrillator
3628,C0161784,0,Infection and inflammatory reaction due to internal joint prosthesis
3629,C1456263,0,Unspecified viral hepatitis C without hepatic coma
3630,C0156101,0,"Inguinal hernia, with gangrene, unilateral or unspecified, recurrent"
3631,C0159463,0,"Closed fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness"
3632,C0435533,0,Closed fracture of greater tuberosity of humerus
3633,C0375141,0,"Diabetes with peripheral circulatory disorders, type II or unspecified type, not stated as uncontrolled"
3634,C0029510,0,Other and unspecified manifestations of thiamine deficiency
3635,C0375294,0,"Atherosclerosis of native arteries of the extremities, unspecified"
3636,C0160204,0,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
3637,C0155763,0,Other specified disorders of arteries and arterioles
3638,C0160239,0,"Subdural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
3639,C0549147,0,"Cardiac complications, not elsewhere classified"
3640,C0159551,0,Closed fracture of dorsal [thoracic] vertebra without mention of spinal cord injury
3641,C0345975,0,Benign neoplasm of thymus
3642,C0161591,0,Poisoning by other specified central nervous system stimulants
3643,C0153666,0,Malignant neoplasm of other specified sites
3644,C0155582,0,Rheumatic heart failure (congestive)
3645,C0153471,0,Malignant neoplasm of other sites of digestive system and intra-abdominal organs
3646,C0489986,0,"Late effects of cerebrovascular disease, dysphasia"
3647,C0153421,0,Malignant neoplasm of body of stomach
3648,C0154067,0,Carcinoma in situ of other and unspecified digestive organs
3649,C0153386,0,Malignant neoplasm of vallecula epiglottica
3650,C0159209,0,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
3651,C0159713,0,Closed fracture of olecranon process of ulna
3652,C3161365,0,Other and unspecified malignant neoplasm of skin of other and unspecified parts of face
